response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset
0.0057,0.0000,0.0000,0.0000,0.0055,0.0000,400,58.9546
0.0055,0.0000,0.0000,0.0000,0.0055,0.0000,400,58.9549
0.0055,0.0000,0.0000,0.0000,0.0054,0.0001,400,58.9550
0.0054,0.0000,0.0000,0.0000,0.0053,0.0000,400,58.9552
0.0053,0.0000,0.0000,0.0000,0.0052,0.0000,400,58.9553
0.0055,0.0000,0.0000,0.0000,0.0054,0.0000,400,58.9554
0.0054,0.0000,0.0000,0.0000,0.0053,0.0000,400,58.9555
0.0053,0.0000,0.0000,0.0000,0.0052,0.0001,400,58.9557
0.0053,0.0000,0.0000,0.0000,0.0053,0.0000,400,58.9558
0.0055,0.0000,0.0000,0.0000,0.0053,0.0001,400,58.9558
0.0053,0.0000,0.0000,0.0001,0.0052,0.0000,400,58.9561
0.0053,0.0000,0.0000,0.0000,0.0052,0.0000,400,58.9562
0.0054,0.0000,0.0000,0.0000,0.0053,0.0001,400,58.9562
0.0052,0.0000,0.0000,0.0000,0.0051,0.0000,400,58.9565
0.0053,0.0000,0.0000,0.0000,0.0052,0.0000,400,58.9566
0.0053,0.0000,0.0000,0.0000,0.0052,0.0000,400,58.9566
0.0053,0.0000,0.0000,0.0000,0.0052,0.0000,400,58.9568
0.0052,0.0000,0.0000,0.0000,0.0051,0.0000,400,58.9569
0.0053,0.0000,0.0000,0.0000,0.0052,0.0001,400,58.9569
0.0053,0.0000,0.0000,0.0000,0.0052,0.0000,400,58.9571
0.0053,0.0000,0.0000,0.0000,0.0052,0.0001,400,58.9572
0.0053,0.0000,0.0000,0.0000,0.0052,0.0000,400,58.9573
0.0052,0.0000,0.0000,0.0000,0.0051,0.0001,400,58.9575
0.0053,0.0000,0.0000,0.0000,0.0052,0.0000,400,58.9575
0.0053,0.0000,0.0000,0.0000,0.0052,0.0000,400,58.9576
0.0052,0.0000,0.0000,0.0000,0.0052,0.0000,400,58.9577
0.0051,0.0000,0.0000,0.0000,0.0050,0.0000,400,58.9579
0.0052,0.0000,0.0000,0.0000,0.0051,0.0000,400,58.9580
0.0053,0.0000,0.0000,0.0000,0.0052,0.0000,400,58.9580
0.0053,0.0000,0.0000,0.0001,0.0051,0.0000,400,58.9581
0.0053,0.0000,0.0000,0.0000,0.0052,0.0000,400,58.9582
0.0053,0.0000,0.0000,0.0000,0.0052,0.0001,400,58.9583
0.0053,0.0000,0.0000,0.0000,0.0052,0.0000,400,58.9584
0.0053,0.0000,0.0000,0.0000,0.0053,0.0000,400,58.9585
0.0053,0.0000,0.0000,0.0000,0.0052,0.0000,400,58.9586
0.0053,0.0000,0.0000,0.0000,0.0052,0.0000,400,58.9587
0.0053,0.0000,0.0000,0.0000,0.0052,0.0000,400,58.9588
0.0053,0.0000,0.0000,0.0000,0.0052,0.0000,400,58.9589
0.0053,0.0000,0.0000,0.0000,0.0053,0.0000,400,58.9590
0.0052,0.0000,0.0000,0.0000,0.0051,0.0000,400,58.9592
0.0052,0.0000,0.0000,0.0000,0.0052,0.0000,400,58.9593
0.0052,0.0000,0.0000,0.0000,0.0051,0.0001,400,58.9594
0.0050,0.0000,0.0000,0.0000,0.0050,0.0000,400,58.9596
0.0053,0.0000,0.0000,0.0000,0.0052,0.0001,400,58.9595
0.0052,0.0000,0.0000,0.0000,0.0051,0.0000,400,58.9597
0.0052,0.0000,0.0000,0.0000,0.0051,0.0000,400,58.9598
0.0052,0.0000,0.0000,0.0000,0.0051,0.0000,400,58.9599
0.0052,0.0000,0.0000,0.0000,0.0052,0.0000,400,58.9600
0.0052,0.0000,0.0000,0.0000,0.0052,0.0001,400,58.9601
0.0052,0.0000,0.0000,0.0000,0.0052,0.0000,400,58.9602
0.0052,0.0000,0.0000,0.0000,0.0052,0.0000,400,58.9603
0.0052,0.0000,0.0000,0.0000,0.0051,0.0000,400,58.9604
0.0052,0.0000,0.0000,0.0000,0.0051,0.0000,400,58.9605
0.0052,0.0000,0.0000,0.0000,0.0051,0.0000,400,58.9606
0.0052,0.0000,0.0000,0.0000,0.0051,0.0001,400,58.9606
0.0051,0.0000,0.0000,0.0001,0.0049,0.0000,400,58.9609
0.0051,0.0000,0.0000,0.0000,0.0051,0.0000,400,58.9609
0.0051,0.0000,0.0000,0.0001,0.0050,0.0000,400,58.9610
0.0051,0.0000,0.0000,0.0001,0.0050,0.0000,400,58.9611
0.0051,0.0000,0.0000,0.0000,0.0050,0.0001,400,58.9613
0.0051,0.0000,0.0000,0.0000,0.0050,0.0000,400,58.9614
0.0051,0.0000,0.0000,0.0001,0.0050,0.0000,400,58.9614
0.0050,0.0000,0.0000,0.0000,0.0050,0.0000,400,58.9616
0.0051,0.0000,0.0000,0.0000,0.0050,0.0001,400,58.9617
0.0050,0.0000,0.0000,0.0000,0.0049,0.0000,400,58.9618
0.0050,0.0000,0.0000,0.0000,0.0049,0.0001,400,58.9620
0.0050,0.0000,0.0000,0.0000,0.0049,0.0000,400,58.9621
0.0050,0.0000,0.0000,0.0000,0.0049,0.0000,400,58.9621
0.0050,0.0000,0.0000,0.0000,0.0049,0.0001,400,58.9623
0.0052,0.0000,0.0000,0.0000,0.0050,0.0001,400,58.9624
0.0051,0.0000,0.0000,0.0000,0.0049,0.0001,400,58.9626
0.0052,0.0000,0.0000,0.0001,0.0050,0.0000,400,58.9625
0.0051,0.0000,0.0000,0.0000,0.0050,0.0001,400,58.9627
0.0051,0.0000,0.0000,0.0000,0.0050,0.0001,400,58.9628
0.0051,0.0000,0.0000,0.0000,0.0050,0.0001,400,58.9629
0.0052,0.0000,0.0000,0.0000,0.0052,0.0000,400,58.9630
0.0055,0.0000,0.0000,0.0000,0.0054,0.0001,400,58.9632
0.0055,0.0000,0.0000,0.0000,0.0054,0.0000,400,58.9633
0.0058,0.0000,0.0000,0.0000,0.0057,0.0000,400,58.9630
0.0054,0.0000,0.0000,0.0000,0.0054,0.0000,400,58.9634
0.0055,0.0000,0.0000,0.0000,0.0054,0.0001,400,58.9635
0.0055,0.0000,0.0000,0.0000,0.0054,0.0001,400,58.9636
0.0062,0.0000,0.0000,0.0000,0.0061,0.0001,400,58.9637
0.0061,0.0000,0.0000,0.0000,0.0061,0.0000,400,58.9638
0.0062,0.0000,0.0000,0.0000,0.0061,0.0000,400,58.9639
0.0061,0.0000,0.0000,0.0000,0.0061,0.0000,400,58.9640
0.0062,0.0000,0.0000,0.0000,0.0061,0.0000,400,58.9641
0.0062,0.0000,0.0000,0.0000,0.0061,0.0000,400,58.9642
0.0062,0.0000,0.0000,0.0000,0.0061,0.0001,400,58.9643
0.0062,0.0000,0.0000,0.0000,0.0062,0.0000,400,58.9644
0.0062,0.0000,0.0000,0.0000,0.0061,0.0000,400,58.9645
0.0062,0.0000,0.0000,0.0000,0.0062,0.0000,400,58.9647
0.0063,0.0000,0.0000,0.0000,0.0063,0.0000,400,58.9647
0.0063,0.0000,0.0000,0.0000,0.0062,0.0000,400,58.9648
0.0064,0.0000,0.0000,0.0000,0.0063,0.0000,400,58.9649
0.0063,0.0000,0.0000,0.0000,0.0063,0.0000,400,58.9650
0.0064,0.0000,0.0000,0.0000,0.0063,0.0000,400,58.9651
0.0064,0.0000,0.0000,0.0000,0.0063,0.0000,400,58.9652
0.0064,0.0000,0.0000,0.0000,0.0063,0.0000,400,58.9653
0.0064,0.0000,0.0000,0.0000,0.0064,0.0000,400,58.9654
0.0064,0.0000,0.0000,0.0000,0.0064,0.0000,400,58.9655
0.0065,0.0000,0.0000,0.0000,0.0064,0.0000,400,58.9656
0.0065,0.0000,0.0000,0.0000,0.0064,0.0000,400,58.9657
0.0065,0.0000,0.0000,0.0000,0.0064,0.0000,400,58.9657
0.0065,0.0000,0.0000,0.0000,0.0064,0.0000,400,58.9659
0.0065,0.0000,0.0000,0.0000,0.0064,0.0000,400,58.9659
0.0065,0.0000,0.0000,0.0000,0.0065,0.0000,400,58.9661
0.0065,0.0000,0.0000,0.0000,0.0065,0.0000,400,58.9661
0.0065,0.0000,0.0000,0.0000,0.0064,0.0001,400,58.9664
0.0067,0.0000,0.0000,0.0000,0.0065,0.0002,400,58.9663
0.0067,0.0000,0.0000,0.0000,0.0066,0.0001,400,58.9664
0.0066,0.0000,0.0000,0.0000,0.0066,0.0000,400,58.9666
0.0066,0.0000,0.0000,0.0000,0.0065,0.0000,400,58.9666
0.0067,0.0000,0.0000,0.0000,0.0066,0.0001,400,58.9668
0.0067,0.0000,0.0000,0.0000,0.0066,0.0000,400,58.9669
0.0068,0.0000,0.0000,0.0000,0.0067,0.0001,400,58.9670
0.0067,0.0000,0.0000,0.0000,0.0066,0.0000,400,58.9671
0.0068,0.0000,0.0000,0.0000,0.0067,0.0000,400,58.9672
0.0067,0.0000,0.0000,0.0001,0.0066,0.0000,400,58.9673
0.0066,0.0000,0.0000,0.0000,0.0065,0.0000,400,58.9676
0.0066,0.0000,0.0000,0.0000,0.0065,0.0000,400,58.9677
0.0067,0.0000,0.0000,0.0000,0.0066,0.0000,400,58.9677
0.0067,0.0000,0.0000,0.0000,0.0066,0.0000,400,58.9678
0.0068,0.0000,0.0000,0.0000,0.0066,0.0002,400,58.9680
0.0069,0.0000,0.0000,0.0000,0.0068,0.0001,400,58.9681
0.0069,0.0000,0.0000,0.0000,0.0068,0.0000,400,58.9682
0.0065,0.0000,0.0000,0.0000,0.0064,0.0000,400,58.9687
0.0065,0.0000,0.0000,0.0000,0.0064,0.0001,400,58.9688
0.0066,0.0000,0.0000,0.0000,0.0065,0.0001,400,58.9688
0.0065,0.0000,0.0000,0.0000,0.0064,0.0000,400,58.9690
0.0064,0.0000,0.0000,0.0000,0.0063,0.0001,400,58.9692
0.0069,0.0000,0.0000,0.0000,0.0068,0.0001,400,58.9688
0.0058,0.0000,0.0000,0.0000,0.0058,0.0000,400,58.9699
0.0060,0.0000,0.0000,0.0000,0.0059,0.0001,400,58.9699
0.0059,0.0000,0.0000,0.0000,0.0059,0.0000,400,58.9701
0.0059,0.0000,0.0000,0.0000,0.0058,0.0000,400,58.9702
0.0059,0.0000,0.0000,0.0000,0.0058,0.0000,400,58.9703
0.0059,0.0000,0.0000,0.0000,0.0058,0.0001,400,58.9704
0.0059,0.0000,0.0000,0.0000,0.0058,0.0001,400,58.9706
0.0058,0.0000,0.0000,0.0000,0.0058,0.0000,400,58.9706
0.0058,0.0000,0.0000,0.0000,0.0058,0.0000,400,58.9707
0.0058,0.0000,0.0000,0.0000,0.0057,0.0000,400,58.9709
0.0058,0.0000,0.0000,0.0000,0.0057,0.0000,400,58.9710
0.0058,0.0000,0.0000,0.0000,0.0057,0.0000,400,58.9711
0.0058,0.0000,0.0000,0.0000,0.0057,0.0000,400,58.9713
0.0058,0.0000,0.0000,0.0000,0.0057,0.0000,400,58.9714
0.0058,0.0000,0.0000,0.0000,0.0057,0.0001,400,58.9715
0.0058,0.0000,0.0000,0.0000,0.0057,0.0001,400,58.9716
0.0059,0.0000,0.0000,0.0000,0.0057,0.0002,400,58.9717
0.0060,0.0000,0.0000,0.0000,0.0059,0.0001,400,58.9718
0.0060,0.0000,0.0000,0.0000,0.0059,0.0001,400,58.9719
0.0060,0.0000,0.0000,0.0000,0.0059,0.0001,400,58.9720
0.0060,0.0000,0.0000,0.0000,0.0059,0.0001,400,58.9721
0.0060,0.0000,0.0000,0.0000,0.0059,0.0001,400,58.9722
0.0062,0.0000,0.0000,0.0000,0.0059,0.0003,400,58.9724
0.0063,0.0000,0.0000,0.0000,0.0062,0.0001,400,58.9732
0.0064,0.0000,0.0000,0.0000,0.0063,0.0001,400,58.9731
0.0057,0.0000,0.0000,0.0000,0.0056,0.0000,400,58.9738
0.0058,0.0000,0.0000,0.0000,0.0057,0.0001,400,58.9738
0.0060,0.0000,0.0000,0.0000,0.0059,0.0001,400,58.9735
0.0062,0.0000,0.0000,0.0000,0.0061,0.0000,400,58.9735
0.0072,0.0000,0.0000,0.0000,0.0060,0.0011,400,58.9726
0.0058,0.0000,0.0000,0.0000,0.0056,0.0002,400,58.9740
0.0069,0.0000,0.0000,0.0001,0.0056,0.0012,400,58.9729
0.0063,0.0000,0.0000,0.0000,0.0058,0.0004,400,58.9724
0.0069,0.0000,0.0000,0.0000,0.0057,0.0010,400,58.9730
0.0067,0.0000,0.0000,0.0000,0.0064,0.0003,400,58.9732
0.0073,0.0000,0.0000,0.0000,0.0059,0.0014,400,58.9727
0.0061,0.0000,0.0000,0.0000,0.0060,0.0000,400,58.9740
0.0061,0.0000,0.0000,0.0000,0.0060,0.0000,400,58.9741
0.0061,0.0000,0.0000,0.0000,0.0060,0.0001,400,58.9742
0.0062,0.0000,0.0000,0.0000,0.0062,0.0000,400,58.9744
0.0062,0.0000,0.0000,0.0000,0.0061,0.0001,400,58.9745
0.0061,0.0000,0.0000,0.0000,0.0060,0.0001,400,58.9748
0.0060,0.0000,0.0000,0.0000,0.0059,0.0001,400,58.9749
0.0059,0.0000,0.0000,0.0000,0.0058,0.0000,400,58.9751
0.0060,0.0000,0.0000,0.0000,0.0059,0.0001,400,58.9751
0.0060,0.0000,0.0000,0.0000,0.0059,0.0001,400,58.9753
0.0059,0.0000,0.0000,0.0000,0.0058,0.0000,400,58.9754
0.0060,0.0000,0.0000,0.0000,0.0059,0.0000,400,58.9754
